Types,.model,t,Number,.mean,Air_Temperature,Precipitation,Virtual_Temperature,Wind_Speed
Bikes,TSLM,969,"N(4.9, 1.4)",4.903784575100472,17,0,17.1,22
Bikes,TSLM,970,"N(4.8, 1.4)",4.758924244201145,16.9,0,17,16.6
Bikes,TSLM,971,"N(4.7, 1.4)",4.718605828325349,16.5,0,16.6,15.1
Bikes,TSLM,972,"N(4.7, 1.4)",4.710516536231966,16.3,0,16.4,14.8
Bikes,TSLM,973,"N(4.8, 1.4)",4.833876557432895,16.2,0,16.3,19.4
Bikes,TSLM,974,"N(4.9, 1.4)",4.9223679328607925,16.1,0,16.2,22.7
Bikes,TSLM,975,"N(4.9, 1.4)",4.911553755716031,15.7,0,15.8,22.3
Bikes,TSLM,976,"N(4.7, 1.4)",4.729078553227099,15.3,0,15.4,15.5
Bikes,TSLM,977,"N(4.8, 1.4)",4.777379557370333,15.4,0,15.5,17.3
Bikes,TSLM,978,"N(4.7, 1.4)",4.670048734999851,15.2,0,15.3,13.3
Bikes,TSLM,979,"N(4.5, 1.4)",4.4688621301594695,15.1,0,15.2,5.8
Bikes,TSLM,980,"N(4.4, 1.4)",4.409853652697413,15.1,0,15.2,3.6
Bikes,TSLM,981,"N(4.4, 1.4)",4.409704267341093,14.4,0,14.5,3.6
Bikes,TSLM,982,"N(4.5, 1.4)",4.455593929041464,14.1,0,14.1,2.2
Bikes,TSLM,983,"N(4.5, 1.4)",4.474412035218861,14.3,0,14.3,2.9
Bikes,TSLM,984,"N(4.5, 1.4)",4.482095852773663,12.6,0,12.6,3.2
Bikes,TSLM,985,"N(4.5, 1.4)",4.45550856598071,13.7,0,13.7,2.2
Bikes,TSLM,986,"N(4.5, 1.4)",4.4634911542481515,13.4,0,13.4,2.5
Bikes,TSLM,987,"N(4.5, 1.4)",4.503745547828379,13.5,0,13.5,4
Bikes,TSLM,988,"N(4.5, 1.4)",4.492525896145031,11.2,0,11.2,3.6
Bikes,TSLM,989,"N(4.4, 1.4)",4.433410714857032,10.7,0,10.7,1.4
Bikes,TSLM,990,"N(4.5, 1.4)",4.5112799800268615,11.1,0,11.1,4.3
Bikes,TSLM,991,"N(4.6, 1.4)",4.570075049837032,10.1,0,10.1,6.5
Bikes,TSLM,992,"N(4.6, 1.4)",4.551256943659637,9.9,0,9.9,5.8
Bikes,TSLM,993,"N(4.6, 1.4)",4.578292386521547,10.9,0,10.9,6.8
Bikes,TSLM,994,"N(4.5, 1.4)",4.503041302577155,10.2,0,10.2,4
Bikes,TSLM,995,"N(4.5, 1.4)",4.502913257986024,9.6,0,9.6,4
Bikes,TSLM,996,"N(4.4, 1.4)",4.433239988735523,9.9,0,9.9,1.4
Bikes,TSLM,997,"N(4.4, 1.4)",4.406311249699552,9.4,0,9.4,0.4
Bikes,TSLM,998,"N(4.4, 1.4)",4.425043992816195,9.2,0,9.2,1.1
Bikes,TSLM,999,"N(4.4, 1.4)",4.42508667434657,9.4,0,9.4,1.1
Bikes,TSLM,1000,"N(4.4, 1.4)",4.425065333581382,9.3,0,9.3,1.1
Bikes,TSLM,1001,"N(4.4, 1.4)",4.414016408019543,7.8,0,7.8,0.7
Bikes,TSLM,1002,"N(4.4, 1.4)",4.414208474906242,8.7,0,8.7,0.7
Bikes,TSLM,1003,"N(4.4, 1.4)",4.443520646750572,7.8,0,7.8,1.8
Bikes,TSLM,1004,"N(4.4, 1.4)",4.443392602159441,7.2,0,7.2,1.8
Bikes,TSLM,1005,"N(4.4, 1.4)",4.443477965220196,7.6,0,7.6,1.8
Bikes,TSLM,1006,"N(4.5, 1.4)",4.454121416243451,7.2,0,7.2,2.2
Bikes,TSLM,1007,"N(4.4, 1.4)",4.4248092443991185,8.1,0,8.1,1.1
